Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
116,4,Sep 22 1973,Sat,Memphis,17,@,Mississippi,13,
117,4,Sep 22 1973,Sat,Miami (OH),24,@,Purdue,19,
118,4,Sep 22 1973,Sat,(5) Michigan,47,,Stanford,10,
119,4,Sep 22 1973,Sat,Michigan State,14,@,Syracuse,8,
120,4,Sep 22 1973,Sat,Minnesota,41,,North Dakota,14,
121,4,Sep 22 1973,Sat,Mississippi State,52,,Vanderbilt,21,
122,4,Sep 22 1973,Sat,(20) Missouri,31,,Virginia,7,
123,4,Sep 22 1973,Sat,(2) Nebraska,31,,(14) North Carolina State,14,
124,4,Sep 22 1973,Sat,Nevada-Las Vegas,31,,Marshall,9,
125,4,Sep 22 1973,Sat,North Texas,32,,West Texas State,15,
126,4,Sep 22 1973,Sat,(8) Notre Dame,44,,Northwestern,0,
127,4,Sep 22 1973,Sat,(17) Oklahoma State,38,@,Arkansas,6,
128,4,Sep 22 1973,Sat,(7) Penn State,39,@,Navy,0,
129,4,Sep 22 1973,Sat,Rice,21,,Montana,10,
130,4,Sep 22 1973,Sat,Richmond,35,,Virginia Military Institute,0,
131,4,Sep 22 1973,Sat,Rutgers,31,@,Lehigh,13,
132,4,Sep 22 1973,Sat,San Diego State,35,@,Utah State,7,
133,4,Sep 22 1973,Sat,San Jose State,24,@,Long Beach State,6,
134,4,Sep 22 1973,Sat,(1) Southern California,23,@,Georgia Tech,6,
135,4,Sep 22 1973,Sat,Southern Methodist,35,@,Oregon State,16,
136,4,Sep 22 1973,Sat,Tampa,34,,Xavier,7,
137,4,Sep 22 1973,Sat,Temple,47,,Akron,33,
138,4,Sep 22 1973,Sat,(10) Tennessee,37,@,Army,18,
139,4,Sep 22 1973,Sat,Texas Christian,49,,Texas-Arlington,13,
140,4,Sep 22 1973,Sat,Texas Tech,41,,New Mexico,7,
141,4,Sep 22 1973,Sat,Toledo,23,,Central Michigan,21,
142,4,Sep 22 1973,Sat,Tulane,21,,Boston College,16,
143,4,Sep 22 1973,Sat,(18) UCLA,55,,Iowa,18,
144,4,Sep 22 1973,Sat,Utah,82,,Texas-El Paso,6,
145,4,Sep 22 1973,Sat,Villanova,14,,Cincinnati,7,
146,4,Sep 22 1973,Sat,West Virginia,24,,Virginia Tech,10,
147,4,Sep 22 1973,Sat,Western Carolina,23,,Appalachian State,14,
148,4,Sep 22 1973,Sat,Western Michigan,28,,Northern Illinois,14,
149,4,Sep 22 1973,Sat,Wichita State,14,,Arkansas State,12,
150,4,Sep 22 1973,Sat,William & Mary,15,@,Wake Forest,14,
151,4,Sep 22 1973,Sat,Wyoming,49,,Pacific,14,
152,5,Sep 29 1973,Sat,Air Force,10,,New Mexico,6,
153,5,Sep 29 1973,Sat,(5) Alabama,44,@,Vanderbilt,0,
154,5,Sep 29 1973,Sat,Appalachian State,24,,Davidson,8,
155,5,Sep 29 1973,Sat,(13) Arizona State,67,,Colorado State,14,
156,5,Sep 29 1973,Sat,Arkansas,21,,Iowa State,19,
157,5,Sep 29 1973,Sat,Boston College,32,@,Texas A&M,24,
158,5,Sep 29 1973,Sat,Bowling Green,31,,Western Michigan,20,
159,5,Sep 29 1973,Sat,Brigham Young,37,,Oregon State,14,
160,5,Sep 29 1973,Sat,Bucknell,0,@,Columbia,0,
161,5,Sep 29 1973,Sat,California,51,@,Army,6,
162,5,Sep 29 1973,Sat,Central Michigan,15,@,Dayton,6,
163,5,Sep 29 1973,Sat,Chattanooga,21,@,Louisiana,10,
164,5,Sep 29 1973,Sat,Colorado,52,,Baylor,28,
165,5,Sep 29 1973,Sat,Connecticut,27,@,Yale,13,
166,5,Sep 29 1973,Sat,Cornell,35,@,Colgate,21,
167,5,Sep 29 1973,Sat,Drake,24,,Lamar,10,
168,5,Sep 29 1973,Sat,East Carolina,14,,Furman,3,
169,5,Sep 29 1973,Sat,Georgia,31,,(19) North Carolina State,12,
170,5,Sep 29 1973,Sat,Georgia Tech,29,,Clemson,21,
171,5,Sep 29 1973,Sat,Harvard,24,,Massachusetts,7,
172,5,Sep 29 1973,Sat,(15) Houston,35,@,Memphis,21,
173,5,Sep 29 1973,Sat,Indiana,17,,Kentucky,3,
174,5,Sep 29 1973,Sat,Kansas,34,,Minnesota,19,
175,5,Sep 29 1973,Sat,Kansas State,17,@,Tampa,0,
176,5,Sep 29 1973,Sat,Lafayette,16,,Pennsylvania,14,
177,5,Sep 29 1973,Sat,Long Beach State,0,@,North Texas,0,
178,5,Sep 29 1973,Sat,(10) Louisiana State,24,,Rice,9,
179,5,Sep 29 1973,Sat,Maryland,31,,Villanova,3,
180,5,Sep 29 1973,Sat,(18) Miami (FL),14,@,Florida State,10,
181,5,Sep 29 1973,Sat,Miami (OH),13,@,South Carolina,11,
182,5,Sep 29 1973,Sat,(4) Michigan,14,,Navy,0,
183,5,Sep 29 1973,Sat,Mississippi,41,,Southern Mississippi,0,
184,5,Sep 29 1973,Sat,Mississippi State,33,,(16) Florida,12,
185,5,Sep 29 1973,Sat,(20) Missouri,27,@,North Carolina,14,
186,5,Sep 29 1973,Sat,Montana State,38,,Fresno State,6,
187,5,Sep 29 1973,Sat,(2) Nebraska,20,,Wisconsin,16,
188,5,Sep 29 1973,Sat,New Hampshire,10,,Dartmouth,9,
189,5,Sep 29 1973,Sat,New Mexico State,44,,Wichita State,18,
190,5,Sep 29 1973,Sat,Northern Illinois,21,@,West Texas State,14,
191,5,Sep 29 1973,Sat,(7) Notre Dame,20,@,Purdue,7,
192,5,Sep 29 1973,Sat,(3) Ohio State,37,,Texas Christian,3,
193,5,Sep 29 1973,Sat,(8) Oklahoma,7,@,(1) Southern California,7,
194,5,Sep 29 1973,Sat,(12) Oklahoma State,70,,Southern Illinois,7,
195,5,Sep 29 1973,Sat,(6) Penn State,27,,Iowa,8,
196,5,Sep 29 1973,Sat,Pittsburgh,21,@,Northwestern,14,
197,5,Sep 29 1973,Sat,Rhode Island,20,@,Brown,20,
198,5,Sep 29 1973,Sat,Richmond,41,,Wake Forest,0,
199,5,Sep 29 1973,Sat,Rutgers,39,@,Princeton,14,
200,5,Sep 29 1973,Sat,San Diego State,17,,Kent State,9,
201,5,Sep 29 1973,Sat,Southern Methodist,37,,Virginia Tech,6,
202,5,Sep 29 1973,Sat,Stanford,23,,San Jose State,12,
203,5,Sep 29 1973,Sat,Temple,63,@,Holy Cross,34,
204,5,Sep 29 1973,Sat,(9) Tennessee,21,,(11) Auburn,0,
205,5,Sep 29 1973,Sat,(14) Texas,28,,Texas Tech,12,
206,5,Sep 29 1973,Sat,Toledo,35,,Ohio,8,
207,5,Sep 29 1973,Sat,Tulane,42,,Virginia Military Institute,0,
208,5,Sep 29 1973,Sat,Tulsa,16,,Cincinnati,13,
209,5,Sep 29 1973,Sat,(17) UCLA,34,@,Michigan State,21,
210,5,Sep 29 1973,Sat,Utah,35,@,Oregon,17,
211,5,Sep 29 1973,Sat,Utah State,7,@,Nevada-Las Vegas,3,
212,5,Sep 29 1973,Sat,Virginia,7,,Duke,3,
213,5,Sep 29 1973,Sat,Washington,21,,Syracuse,7,
214,5,Sep 29 1973,Sat,Washington State,51,,Idaho,24,
215,5,Sep 29 1973,Sat,West Virginia,17,@,Illinois,10,
216,5,Sep 29 1973,Sat,William & Mary,24,@,Citadel,12,
217,5,Sep 29 1973,Sat,Wyoming,31,,Texas-El Paso,8,
218,5,Sep 29 1973,Sat,Xavier,30,@,Marshall,28,
219,6,Oct 6 1973,Sat,(3) Alabama,28,,Georgia,14,
220,6,Oct 6 1973,Sat,Appalachian State,14,@,Lenoir-Rhyne,14,
221,6,Oct 6 1973,Sat,Arizona,23,@,Iowa,20,
222,6,Oct 6 1973,Sat,(12) Arizona State,67,@,New Mexico,24,
223,6,Oct 6 1973,Sat,Arkansas,13,,Texas Christian,5,
224,6,Oct 6 1973,Sat,Auburn,14,,Mississippi,7,
225,6,Oct 6 1973,Sat,Baylor,21,,Florida State,14,
226,6,Oct 6 1973,Sat,Boston College,44,,Navy,7,
227,6,Oct 6 1973,Sat,Bowling Green,49,,Toledo,35,
228,6,Oct 6 1973,Sat,Cal State Fullerton,17,,Long Beach State,14,
229,6,Oct 6 1973,Sat,California,54,,Washington,49,
230,6,Oct 6 1973,Sat,(18) Colorado,23,@,Iowa State,16,
231,6,Oct 6 1973,Sat,Colorado State,33,@,Idaho,30,
232,6,Oct 6 1973,Sat,Columbia,14,,Princeton,13,
233,6,Oct 6 1973,Sat,Dayton,23,,Southern Illinois,19,
234,6,Oct 6 1973,Sat,East Carolina,45,@,Davidson,0,
235,6,Oct 6 1973,Sat,Georgia Tech,14,,Army,10,
236,6,Oct 6 1973,Sat,Harvard,16,,Boston University,0,
237,6,Oct 6 1973,Sat,Holy Cross,10,@,Dartmouth,0,
238,6,Oct 6 1973,Sat,(14) Houston,14,@,San Diego State,9,
239,6,Oct 6 1973,Sat,Indiana,28,@,(20) West Virginia,14,
240,6,Oct 6 1973,Sat,Kansas State,21,,Memphis,16,
241,6,Oct 6 1973,Sat,Kent State,39,@,Western Michigan,15,
242,6,Oct 6 1973,Sat,Kentucky,42,@,Mississippi State,14,
243,6,Oct 6 1973,Sat,Lehigh,7,@,Cornell,7,
244,6,Oct 6 1973,Sat,(10) Louisiana State,24,,Florida,3,
245,6,Oct 6 1973,Sat,Louisville,24,,Wichita State,10,
246,6,Oct 6 1973,Sat,Maryland,38,,Syracuse,0,
247,6,Oct 6 1973,Sat,Massachusetts,25,@,Rutgers,22,
248,6,Oct 6 1973,Sat,Miami (OH),31,,Marshall,6,
249,6,Oct 6 1973,Sat,(5) Michigan,24,,Oregon,0,
250,6,Oct 6 1973,Sat,(15) Missouri,17,@,(19) Southern Methodist,7,
251,6,Oct 6 1973,Sat,(2) Nebraska,48,@,Minnesota,7,
252,6,Oct 6 1973,Sat,New Mexico State,27,@,Texas-El Paso,23,
253,6,Oct 6 1973,Sat,North Carolina State,28,,North Carolina,26,
254,6,Oct 6 1973,Sat,Northern Illinois,24,@,Fresno State,15,
255,6,Oct 6 1973,Sat,(8) Notre Dame,14,,Michigan State,10,
256,6,Oct 6 1973,Sat,Ohio,14,@,Northwestern,12,
257,6,Oct 6 1973,Sat,(1) Ohio State,27,,Washington State,3,
258,6,Oct 6 1973,Sat,(6) Oklahoma,24,,(17) Miami (FL),20,
259,6,Oct 6 1973,Sat,Pacific,21,@,San Jose State,21,
260,6,Oct 6 1973,Sat,(7) Penn State,19,@,Air Force,9,
261,6,Oct 6 1973,Sat,Pennsylvania,28,,Brown,20,
262,6,Oct 6 1973,Sat,Purdue,27,,Duke,7,
263,6,Oct 6 1973,Sat,Richmond,20,@,Furman,17,
264,6,Oct 6 1973,Sat,South Carolina,27,@,Virginia Tech,24,
265,6,Oct 6 1973,Sat,(4) Southern California,21,@,Oregon State,7,
266,6,Oct 6 1973,Sat,Southern Mississippi,42,@,Chattanooga,7,
267,6,Oct 6 1973,Sat,Stanford,24,@,Illinois,0,
268,6,Oct 6 1973,Sat,Tampa,21,,Akron,7,
269,6,Oct 6 1973,Sat,Temple,16,,Cincinnati,15,
270,6,Oct 6 1973,Sat,(9) Tennessee,28,,Kansas,27,
271,6,Oct 6 1973,Sat,(13) Texas,41,,Wake Forest,0,
272,6,Oct 6 1973,Sat,Texas A&M,30,@,Clemson,15,
273,6,Oct 6 1973,Sat,Texas Tech,20,@,(11) Oklahoma State,7,
274,6,Oct 6 1973,Sat,Texas-Arlington,26,,McNeese State,24,
275,6,Oct 6 1973,Sat,Tulane,24,@,Pittsburgh,6,
276,6,Oct 6 1973,Sat,Tulsa,44,,Drake,7,
277,6,Oct 6 1973,Sat,(16) UCLA,66,,Utah,16,
278,6,Oct 6 1973,Sat,Utah State,13,,Brigham Young,7,
279,6,Oct 6 1973,Sat,Vanderbilt,39,@,Virginia,22,
280,6,Oct 6 1973,Sat,Virginia Military Institute,23,,Citadel,6,
281,6,Oct 6 1973,Sat,West Texas State,13,@,Lamar,0,
282,6,Oct 6 1973,Sat,William & Mary,33,,Villanova,21,
283,6,Oct 6 1973,Sat,Wisconsin,37,,Wyoming,28,
284,6,Oct 6 1973,Sat,Xavier,17,,Louisiana,14,
285,6,Oct 6 1973,Sat,Yale,24,,Colgate,18,
286,7,Oct 12 1973,Fri,(14) Houston,54,,Virginia Tech,27,
287,7,Oct 12 1973,Fri,(16) Miami (FL),15,,Boston College,10,
288,7,Oct 13 1973,Sat,(3) Alabama,35,@,Florida,14,
289,7,Oct 13 1973,Sat,Arizona,22,,New Mexico,14,
290,7,Oct 13 1973,Sat,(11) Arizona State,28,,San Jose State,3,
291,7,Oct 13 1973,Sat,Arkansas,13,@,Baylor,7,
292,7,Oct 13 1973,Sat,Brown,34,,Yale,25,
293,7,Oct 13 1973,Sat,Cincinnati,27,,Louisiana,0,
294,7,Oct 13 1973,Sat,Citadel,28,,Chattanooga,20,
295,7,Oct 13 1973,Sat,Clemson,32,,Virginia,27,
296,7,Oct 13 1973,Sat,Colgate,22,@,Holy Cross,21,
297,7,Oct 13 1973,Sat,(17) Colorado,38,,Air Force,17,
298,7,Oct 13 1973,Sat,Cornell,37,,Princeton,6,
299,7,Oct 13 1973,Sat,Dayton,13,,Ball State,12,
300,7,Oct 13 1973,Sat,East Carolina,42,,Virginia Military Institute,7,
301,7,Oct 13 1973,Sat,East Tennessee State,19,@,Appalachian State,11,
302,7,Oct 13 1973,Sat,Furman,38,,Davidson,7,
303,7,Oct 13 1973,Sat,Georgia,20,,Mississippi,0,
304,7,Oct 13 1973,Sat,Harvard,57,,Columbia,0,
305,7,Oct 13 1973,Sat,Illinois,15,,Purdue,13,
306,7,Oct 13 1973,Sat,Iowa State,26,@,Brigham Young,24,
307,7,Oct 13 1973,Sat,(19) Kansas,25,,Kansas State,18,
308,7,Oct 13 1973,Sat,Kent State,21,,Bowling Green,7,
309,7,Oct 13 1973,Sat,Lamar,31,@,Texas-El Paso,27,
310,7,Oct 13 1973,Sat,(10) Louisiana State,20,@,Auburn,6,
311,7,Oct 13 1973,Sat,Marshall,39,@,Northern Illinois,36,
312,7,Oct 13 1973,Sat,Memphis,28,,Tulsa,16,
313,7,Oct 13 1973,Sat,(20) Miami (OH),10,,Ohio,6,
314,7,Oct 13 1973,Sat,(5) Michigan,31,@,Michigan State,0,
315,7,Oct 13 1973,Sat,Minnesota,24,,Indiana,3,
316,7,Oct 13 1973,Sat,Mississippi State,37,@,Florida State,12,
317,7,Oct 13 1973,Sat,(12) Missouri,13,,(2) Nebraska,12,
318,7,Oct 13 1973,Sat,Navy,23,,Syracuse,14,
319,7,Oct 13 1973,Sat,North Carolina,16,@,Kentucky,10,
320,7,Oct 13 1973,Sat,North Carolina State,24,,Maryland,22,
321,7,Oct 13 1973,Sat,North Texas,7,,Louisville,6,
322,7,Oct 13 1973,Sat,Northern Iowa,31,@,Drake,3,
323,7,Oct 13 1973,Sat,Northwestern,31,,Iowa,15,
324,7,Oct 13 1973,Sat,(9) Notre Dame,28,@,Rice,0,
325,7,Oct 13 1973,Sat,(1) Ohio State,24,@,Wisconsin,0,
326,7,Oct 13 1973,Sat,(6) Oklahoma,52,N,(13) Texas,13,
327,7,Oct 13 1973,Sat,Oregon,41,,California,10,
328,7,Oct 13 1973,Sat,Oregon State,31,@,Washington,7,
329,7,Oct 13 1973,Sat,Pacific,10,,Long Beach State,6,
330,7,Oct 13 1973,Sat,(7) Penn State,54,,Army,3,
331,7,Oct 13 1973,Sat,Pennsylvania,22,@,Dartmouth,16,
332,7,Oct 13 1973,Sat,Pittsburgh,35,@,West Virginia,7,
333,7,Oct 13 1973,Sat,Richmond,42,,Southern Mississippi,20,
334,7,Oct 13 1973,Sat,Rutgers,35,,Lafayette,6,
335,7,Oct 13 1973,Sat,San Diego State,27,,New Mexico State,0,
336,7,Oct 13 1973,Sat,South Carolina,28,@,Wake Forest,12,
337,7,Oct 13 1973,Sat,(4) Southern California,46,,Washington State,35,
338,7,Oct 13 1973,Sat,Southern Illinois,73,,Xavier,7,
339,7,Oct 13 1973,Sat,Tampa,17,,Villanova,10,
340,7,Oct 13 1973,Sat,Temple,35,,Boston University,15,
341,7,Oct 13 1973,Sat,(8) Tennessee,20,,Georgia Tech,14,
342,7,Oct 13 1973,Sat,Texas Christian,30,,Idaho,14,
343,7,Oct 13 1973,Sat,Texas Tech,28,,Texas A&M,16,
344,7,Oct 13 1973,Sat,(18) Tulane,24,@,Duke,17,
345,7,Oct 13 1973,Sat,(15) UCLA,59,@,Stanford,13,
346,7,Oct 13 1973,Sat,Utah,50,,Wyoming,16,
347,7,Oct 13 1973,Sat,Utah State,34,@,Colorado State,18,
348,7,Oct 13 1973,Sat,Vanderbilt,20,,William & Mary,7,
349,7,Oct 13 1973,Sat,Western Michigan,24,@,Toledo,22,
350,7,Oct 13 1973,Sat,Wichita State,18,,Fresno State,13,
351,8,Oct 19 1973,Fri,(14) Houston,30,@,(15) Miami (FL),7,
352,8,Oct 19 1973,Fri,Pennsylvania,27,,Lehigh,20,
353,8,Oct 20 1973,Sat,(2) Alabama,42,,(10) Tennessee,21,
354,8,Oct 20 1973,Sat,Appalachian State,28,,Wofford,21,
355,8,Oct 20 1973,Sat,(12) Arizona State,52,,Brigham Young,12,
356,8,Oct 20 1973,Sat,Arkansas State,37,,Xavier,0,
357,8,Oct 20 1973,Sat,Auburn,24,@,Georgia Tech,10,
358,8,Oct 20 1973,Sat,California,24,,Oregon State,14,
359,8,Oct 20 1973,Sat,Cincinnati,27,,Wichita State,6,
360,8,Oct 20 1973,Sat,Clemson,24,@,Duke,8,
361,8,Oct 20 1973,Sat,Dartmouth,28,@,Brown,16,
362,8,Oct 20 1973,Sat,East Carolina,34,@,Citadel,0,
363,8,Oct 20 1973,Sat,Fresno State,15,@,Long Beach State,14,
364,8,Oct 20 1973,Sat,Furman,19,,Virginia Military Institute,13,
365,8,Oct 20 1973,Sat,Harvard,21,@,Cornell,15,
366,8,Oct 20 1973,Sat,Idaho,17,,Weber State,13,
367,8,Oct 20 1973,Sat,Illinois,6,@,Michigan State,3,
368,8,Oct 20 1973,Sat,Kansas State,21,,Iowa State,19,
369,8,Oct 20 1973,Sat,Kent State,34,,Eastern Michigan,20,
370,8,Oct 20 1973,Sat,Lamar,31,,Louisiana,0,
371,8,Oct 20 1973,Sat,(9) Louisiana State,28,,Kentucky,21,
372,8,Oct 20 1973,Sat,Maryland,37,@,Wake Forest,0,
373,8,Oct 20 1973,Sat,Memphis,13,@,Florida State,10,
374,8,Oct 20 1973,Sat,(20) Miami (OH),31,@,Bowling Green,8,
375,8,Oct 20 1973,Sat,(4) Michigan,35,,Wisconsin,6,
376,8,Oct 20 1973,Sat,Minnesota,31,@,Iowa,23,
377,8,Oct 20 1973,Sat,Mississippi,13,@,Florida,10,
378,8,Oct 20 1973,Sat,Mississippi State,18,@,Louisville,7,
379,8,Oct 20 1973,Sat,(7) Missouri,13,,Oklahoma State,9,
380,8,Oct 20 1973,Sat,Navy,42,,Air Force,6,
381,8,Oct 20 1973,Sat,(11) Nebraska,10,,(18) Kansas,9,
382,8,Oct 20 1973,Sat,New Mexico,49,,Texas-El Paso,0,
383,8,Oct 20 1973,Sat,North Texas,19,,Drake,7,
384,8,Oct 20 1973,Sat,Northern Illinois,45,,Ball State,17,
385,8,Oct 20 1973,Sat,(8) Notre Dame,62,@,Army,3,
386,8,Oct 20 1973,Sat,(1) Ohio State,37,@,Indiana,7,
