Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
47,2,Sep 11 1976,Sat,Massachusetts,28,,Toledo,14,
48,2,Sep 11 1976,Sat,McNeese State,38,,Southern Illinois,10,
49,2,Sep 11 1976,Sat,Memphis,21,,Florida State,12,
50,2,Sep 11 1976,Sat,(2) Michigan,40,,Wisconsin,27,
51,2,Sep 11 1976,Sat,Minnesota,32,,Indiana,13,
52,2,Sep 11 1976,Sat,Mississippi,10,,(6) Alabama,7,
53,2,Sep 11 1976,Sat,Missouri,46,@,(8) Southern California,25,
54,2,Sep 11 1976,Sat,(1) Nebraska,6,@,Louisiana State,6,
55,2,Sep 11 1976,Sat,New Hampshire,17,@,Holy Cross,3,
56,2,Sep 11 1976,Sat,New Mexico State,13,,Texas-El Paso,10,
57,2,Sep 11 1976,Sat,North Carolina,24,@,(18) Florida,21,
58,2,Sep 11 1976,Sat,North Texas,24,,Texas-Arlington,7,
59,2,Sep 11 1976,Sat,(4) Ohio State,49,,Michigan State,21,
60,2,Sep 11 1976,Sat,(5) Oklahoma,24,@,Vanderbilt,3,
61,2,Sep 11 1976,Sat,Oklahoma State,33,,Tulsa,21,
62,2,Sep 11 1976,Sat,Oregon,17,,Colorado State,3,
63,2,Sep 11 1976,Sat,(10) Penn State,15,,Stanford,12,
64,2,Sep 11 1976,Sat,(9) Pittsburgh,31,@,(11) Notre Dame,10,
65,2,Sep 11 1976,Sat,Purdue,31,,Northwestern,19,
66,2,Sep 11 1976,Sat,Rutgers,13,@,Navy,3,
67,2,Sep 11 1976,Sat,San Jose State,48,,Hawaii,7,
68,2,Sep 11 1976,Sat,South Carolina,27,@,Georgia Tech,17,
69,2,Sep 11 1976,Sat,Southern Methodist,34,,Texas Christian,14,
70,2,Sep 11 1976,Sat,Temple,23,@,Akron,13,
71,2,Sep 11 1976,Sat,(14) Texas A&M,19,,Virginia Tech,0,
72,2,Sep 11 1976,Sat,Texas Tech,24,,Colorado,7,
73,2,Sep 11 1976,Sat,Wake Forest,20,,North Carolina State,18,
74,2,Sep 11 1976,Sat,Washington,38,,Virginia,17,
75,2,Sep 11 1976,Sat,West Virginia,28,,Villanova,7,
76,2,Sep 11 1976,Sat,Western Michigan,31,,Eastern Michigan,13,
77,2,Sep 11 1976,Sat,Wichita State,21,,Northern Illinois,0,
78,2,Sep 11 1976,Sat,William & Mary,34,,Virginia Military Institute,20,
79,2,Sep 11 1976,Sat,Wyoming,48,,South Dakota,7,
80,2,Sep 12 1976,Sun,San Diego State,24,,Arkansas State,14,
81,3,Sep 18 1976,Sat,(14) Alabama,56,,Southern Methodist,3,
82,3,Sep 18 1976,Sat,Appalachian State,31,@,Virginia Military Institute,12,
83,3,Sep 18 1976,Sat,(12) Arkansas,16,,Oklahoma State,10,
84,3,Sep 18 1976,Sat,Army,26,,Holy Cross,24,
85,3,Sep 18 1976,Sat,Ball State,23,@,Miami (OH),6,
86,3,Sep 18 1976,Sat,Baylor,15,@,Auburn,14,
87,3,Sep 18 1976,Sat,Bowling Green,53,,Eastern Michigan,12,
88,3,Sep 18 1976,Sat,Brigham Young,42,,Colorado State,18,
89,3,Sep 18 1976,Sat,Brown,14,,Yale,6,
90,3,Sep 18 1976,Sat,Central Michigan,9,,Toledo,7,
91,3,Sep 18 1976,Sat,Citadel,17,,Delaware,15,
92,3,Sep 18 1976,Sat,Colgate,17,@,Davidson,7,
93,3,Sep 18 1976,Sat,Colorado,21,@,Washington,7,
94,3,Sep 18 1976,Sat,Dartmouth,20,,Pennsylvania,0,
95,3,Sep 18 1976,Sat,East Carolina,23,@,North Carolina State,14,
96,3,Sep 18 1976,Sat,Florida,49,,Houston,14,
97,3,Sep 18 1976,Sat,Furman,38,,Presbyterian,21,
98,3,Sep 18 1976,Sat,(9) Georgia,41,@,Clemson,0,
99,3,Sep 18 1976,Sat,Harvard,34,,Columbia,10,
100,3,Sep 18 1976,Sat,Idaho,31,@,Pacific,28,
101,3,Sep 18 1976,Sat,Illinois,31,@,(6) Missouri,6,
102,3,Sep 18 1976,Sat,Indiana State,31,,Arkansas State,21,
103,3,Sep 18 1976,Sat,Iowa,41,,Syracuse,3,
104,3,Sep 18 1976,Sat,Iowa State,41,@,Air Force,6,
105,3,Sep 18 1976,Sat,(13) Kansas,37,,Kentucky,16,
106,3,Sep 18 1976,Sat,Long Beach State,32,@,Utah State,10,
107,3,Sep 18 1976,Sat,Louisiana,7,,Cincinnati,3,
108,3,Sep 18 1976,Sat,(16) Louisiana State,28,,Oregon State,11,
109,3,Sep 18 1976,Sat,Louisiana-Monroe,16,,Lamar,6,
110,3,Sep 18 1976,Sat,Marshall,23,@,Illinois State,13,
111,3,Sep 18 1976,Sat,(10) Maryland,24,@,West Virginia,3,
112,3,Sep 18 1976,Sat,McNeese State,15,@,Louisiana Tech,13,
113,3,Sep 18 1976,Sat,Miami (FL),47,,Florida State,0,
114,3,Sep 18 1976,Sat,(1) Michigan,51,,Stanford,0,
115,3,Sep 18 1976,Sat,Michigan State,21,,Wyoming,10,
116,3,Sep 18 1976,Sat,Minnesota,28,,Washington State,14,
117,3,Sep 18 1976,Sat,(20) Mississippi,34,,Tulane,7,
118,3,Sep 18 1976,Sat,Mississippi State,30,,Louisville,21,
119,3,Sep 18 1976,Sat,Navy,21,@,Connecticut,3,
120,3,Sep 18 1976,Sat,(8) Nebraska,45,@,Indiana,13,
121,3,Sep 18 1976,Sat,New Mexico,25,@,Texas-El Paso,7,
122,3,Sep 18 1976,Sat,(17) North Carolina,12,,Northwestern,0,
123,3,Sep 18 1976,Sat,Northwestern State,47,,Stephen F. Austin,0,
124,3,Sep 18 1976,Sat,Notre Dame,23,,Purdue,0,
125,3,Sep 18 1976,Sat,Ohio,14,@,Kent State,12,
126,3,Sep 18 1976,Sat,(2) Ohio State,12,@,(7) Penn State,7,
127,3,Sep 18 1976,Sat,(4) Oklahoma,28,,California,17,
128,3,Sep 18 1976,Sat,(3) Pittsburgh,42,@,Georgia Tech,14,
129,3,Sep 18 1976,Sat,Princeton,3,@,Cornell,0,
130,3,Sep 18 1976,Sat,Rice,43,,Utah,22,
131,3,Sep 18 1976,Sat,Rutgers,19,@,Bucknell,7,
132,3,Sep 18 1976,Sat,San Diego State,7,,Fresno State,3,
133,3,Sep 18 1976,Sat,San Jose State,20,@,Cal State Fullerton,0,
134,3,Sep 18 1976,Sat,South Carolina,24,,Duke,6,
135,3,Sep 18 1976,Sat,Southern California,53,@,Oregon,0,
136,3,Sep 18 1976,Sat,Southern Illinois,27,@,Drake,15,
137,3,Sep 18 1976,Sat,Temple,31,,Grambling State,30,
138,3,Sep 18 1976,Sat,Tennessee,31,,Texas Christian,0,
139,3,Sep 18 1976,Sat,(19) Texas,17,,North Texas,14,
140,3,Sep 18 1976,Sat,(11) Texas A&M,34,,Kansas State,14,
141,3,Sep 18 1976,Sat,Texas A&M-Kingsville,56,@,Hawaii,21,
142,3,Sep 18 1976,Sat,Texas-Arlington,21,,New Mexico State,10,
143,3,Sep 18 1976,Sat,Tulsa,16,,Memphis,14,
144,3,Sep 18 1976,Sat,(5) UCLA,37,,Arizona,9,
145,3,Sep 18 1976,Sat,Vanderbilt,27,,Wake Forest,24,
146,3,Sep 18 1976,Sat,Villanova,31,@,Dayton,30,
147,3,Sep 18 1976,Sat,Virginia Tech,16,,Southern Mississippi,7,
148,3,Sep 18 1976,Sat,West Texas State,14,,Wichita State,12,
149,3,Sep 18 1976,Sat,Western Kentucky,10,@,Chattanooga,7,
150,3,Sep 18 1976,Sat,Western Michigan,37,@,Northern Illinois,6,
151,3,Sep 18 1976,Sat,William & Mary,14,@,Virginia,0,
152,3,Sep 18 1976,Sat,Wisconsin,45,,North Dakota,9,
153,4,Sep 24 1976,Fri,Lehigh,24,@,Pennsylvania,20,
154,4,Sep 25 1976,Sat,(13) Alabama,42,,Vanderbilt,14,
155,4,Sep 25 1976,Sat,Appalachian State,42,,Wofford,0,
156,4,Sep 25 1976,Sat,Auburn,38,,Tennessee,28,
157,4,Sep 25 1976,Sat,Ball State,27,@,Toledo,14,
158,4,Sep 25 1976,Sat,Baylor,34,@,(14) Illinois,19,
159,4,Sep 25 1976,Sat,(18) Boston College,27,@,Tulane,3,
160,4,Sep 25 1976,Sat,Brigham Young,23,@,Arizona,16,
161,4,Sep 25 1976,Sat,Brown,3,,Rhode Island,0,
162,4,Sep 25 1976,Sat,California,31,@,Arizona State,22,
163,4,Sep 25 1976,Sat,Central Michigan,22,@,Marshall,7,
164,4,Sep 25 1976,Sat,Chattanooga,28,@,Western Carolina,14,
165,4,Sep 25 1976,Sat,Cincinnati,17,,Miami (OH),0,
166,4,Sep 25 1976,Sat,Citadel,17,@,Furman,16,
167,4,Sep 25 1976,Sat,Clemson,24,@,Georgia Tech,24,
168,4,Sep 25 1976,Sat,Colgate,25,@,Cornell,20,
169,4,Sep 25 1976,Sat,Colorado,33,,Miami (FL),3,
170,4,Sep 25 1976,Sat,Colorado State,24,,Wichita State,3,
171,4,Sep 25 1976,Sat,Columbia,38,,Lafayette,31,
172,4,Sep 25 1976,Sat,Dartmouth,24,,New Hampshire,13,
173,4,Sep 25 1976,Sat,Dayton,20,@,Indiana State,14,
174,4,Sep 25 1976,Sat,Duke,21,@,Virginia,6,
175,4,Sep 25 1976,Sat,East Carolina,20,@,William & Mary,19,
176,4,Sep 25 1976,Sat,Florida,34,,Mississippi State,30,
177,4,Sep 25 1976,Sat,Fresno State,24,,Montana State,10,
178,4,Sep 25 1976,Sat,(7) Georgia,20,,South Carolina,12,
179,4,Sep 25 1976,Sat,Harvard,24,,Massachusetts,13,
180,4,Sep 25 1976,Sat,Houston,21,,(9) Texas A&M,10,
181,4,Sep 25 1976,Sat,Illinois State,19,@,Villanova,17,
182,4,Sep 25 1976,Sat,Indiana,20,@,Washington,13,
183,4,Sep 25 1976,Sat,Iowa,7,@,(11) Penn State,6,
184,4,Sep 25 1976,Sat,Iowa State,47,,Kent State,7,
185,4,Sep 25 1976,Sat,Kentucky,14,,West Virginia,10,
186,4,Sep 25 1976,Sat,Lamar,21,@,New Mexico State,17,
187,4,Sep 25 1976,Sat,Long Beach State,37,,Northern Illinois,0,
188,4,Sep 25 1976,Sat,(15) Louisiana State,31,,Rice,0,
189,4,Sep 25 1976,Sat,Louisiana Tech,27,@,Arkansas State,13,
190,4,Sep 25 1976,Sat,Louisiana-Monroe,21,@,Texas-Arlington,20,
191,4,Sep 25 1976,Sat,Louisville,37,,Drake,24,
192,4,Sep 25 1976,Sat,(8) Maryland,42,@,Syracuse,28,
193,4,Sep 25 1976,Sat,McNeese State,23,,Eastern Michigan,10,
194,4,Sep 25 1976,Sat,(1) Michigan,70,,Navy,14,
195,4,Sep 25 1976,Sat,Michigan State,31,@,North Carolina State,31,
196,4,Sep 25 1976,Sat,Minnesota,21,,Western Michigan,10,
197,4,Sep 25 1976,Sat,(17) Mississippi,28,@,Southern Mississippi,0,
198,4,Sep 25 1976,Sat,Missouri,22,@,(2) Ohio State,21,
199,4,Sep 25 1976,Sat,(6) Nebraska,64,,Texas Christian,10,
200,4,Sep 25 1976,Sat,(16) North Carolina,34,@,Army,32,
201,4,Sep 25 1976,Sat,Northwestern State,17,,Delta State,7,
202,4,Sep 25 1976,Sat,Notre Dame,48,@,Northwestern,0,
203,4,Sep 25 1976,Sat,Ohio,35,,Idaho,0,
204,4,Sep 25 1976,Sat,(4) Oklahoma,24,,Florida State,9,
205,4,Sep 25 1976,Sat,Oregon,21,@,Utah,13,
206,4,Sep 25 1976,Sat,Pacific,21,,Hawaii,12,
207,4,Sep 25 1976,Sat,(3) Pittsburgh,21,,Temple,7,
208,4,Sep 25 1976,Sat,Richmond,43,,Virginia Military Institute,0,
209,4,Sep 25 1976,Sat,Rutgers,17,@,Princeton,0,
210,4,Sep 25 1976,Sat,San Diego State,27,@,Bowling Green,15,
211,4,Sep 25 1976,Sat,(19) Southern California,31,@,Purdue,13,
212,4,Sep 25 1976,Sat,Southern Illinois,21,,West Texas State,17,
213,4,Sep 25 1976,Sat,Southern Methodist,38,N,North Texas,31,
214,4,Sep 25 1976,Sat,Stanford,28,,San Jose State,23,
215,4,Sep 25 1976,Sat,(20) Texas Tech,20,@,New Mexico,16,
216,4,Sep 25 1976,Sat,Tulsa,9,@,(12) Arkansas,3,
217,4,Sep 25 1976,Sat,(5) UCLA,40,,Air Force,7,
218,4,Sep 25 1976,Sat,Wake Forest,13,@,Kansas State,0,
219,4,Sep 25 1976,Sat,Wisconsin,35,,Washington State,26,
220,4,Sep 25 1976,Sat,Wyoming,20,,Utah State,3,
221,4,Sep 25 1976,Sat,Yale,21,,Connecticut,10,
222,5,Oct 2 1976,Sat,Akron,34,@,Indiana State,7,
223,5,Oct 2 1976,Sat,Appalachian State,24,,Western Carolina,17,
224,5,Oct 2 1976,Sat,Arizona,27,@,Northwestern,15,
225,5,Oct 2 1976,Sat,Arkansas,46,,Texas Christian,14,
226,5,Oct 2 1976,Sat,Arkansas State,44,,Northwestern State,24,
227,5,Oct 2 1976,Sat,Army,21,,Stanford,20,
228,5,Oct 2 1976,Sat,Auburn,10,@,(16) Mississippi,0,
229,5,Oct 2 1976,Sat,Ball State,20,@,Dayton,13,
230,5,Oct 2 1976,Sat,Baylor,18,,South Carolina,17,
231,5,Oct 2 1976,Sat,(15) Boston College,17,@,Navy,13,
232,5,Oct 2 1976,Sat,Bowling Green,31,@,Western Michigan,28,
233,5,Oct 2 1976,Sat,Brigham Young,8,@,San Diego State,0,
234,5,Oct 2 1976,Sat,Brown,13,@,Princeton,7,
235,5,Oct 2 1976,Sat,California,43,,San Jose State,16,
236,5,Oct 2 1976,Sat,Central Michigan,26,,Illinois State,7,
237,5,Oct 2 1976,Sat,Cincinnati,28,@,Southern Mississippi,21,
238,5,Oct 2 1976,Sat,Colorado,45,,Drake,24,
239,5,Oct 2 1976,Sat,Columbia,14,@,Pennsylvania,10,
240,5,Oct 2 1976,Sat,Dartmouth,45,@,Holy Cross,7,
241,5,Oct 2 1976,Sat,Delaware,18,@,Temple,16,
242,5,Oct 2 1976,Sat,East Carolina,22,,Citadel,3,
243,5,Oct 2 1976,Sat,(19) Florida,28,,(11) Louisiana State,23,
244,5,Oct 2 1976,Sat,Florida State,20,,Kansas State,10,
245,5,Oct 2 1976,Sat,Fresno State,31,,Cal State Fullerton,12,
246,5,Oct 2 1976,Sat,(6) Georgia,21,,(10) Alabama,0,
247,5,Oct 2 1976,Sat,Georgia Tech,35,,Virginia,14,
248,5,Oct 2 1976,Sat,Grambling State,34,@,Hawaii,23,
249,5,Oct 2 1976,Sat,Harvard,37,,Boston University,14,
250,5,Oct 2 1976,Sat,(9) Kansas,34,,Wisconsin,24,
251,5,Oct 2 1976,Sat,Kent State,24,,Air Force,19,
252,5,Oct 2 1976,Sat,Kentucky,22,,(20) Penn State,6,
253,5,Oct 2 1976,Sat,Long Beach State,17,@,Pacific,14,
254,5,Oct 2 1976,Sat,Louisiana,31,,Louisiana Tech,26,
255,5,Oct 2 1976,Sat,Louisville,28,,Wichita State,14,
256,5,Oct 2 1976,Sat,(7) Maryland,20,,Villanova,9,
257,5,Oct 2 1976,Sat,McNeese State,34,,Marshall,9,
258,5,Oct 2 1976,Sat,Memphis,27,,Southern Methodist,13,
259,5,Oct 2 1976,Sat,(1) Michigan,31,,Wake Forest,0,
260,5,Oct 2 1976,Sat,Middle Tennessee State,35,,Chattanooga,28,
261,5,Oct 2 1976,Sat,Mississippi State,38,,Cal Poly-Pomona,0,
262,5,Oct 2 1976,Sat,(12) Missouri,24,,(14) North Carolina,3,
263,5,Oct 2 1976,Sat,(5) Nebraska,17,,Miami (FL),9,
264,5,Oct 2 1976,Sat,New Mexico,33,@,Colorado State,20,
265,5,Oct 2 1976,Sat,North Carolina State,24,@,Indiana,21,
266,5,Oct 2 1976,Sat,Northern Michigan,28,@,Eastern Michigan,6,
267,5,Oct 2 1976,Sat,(18) Notre Dame,24,@,Michigan State,6,
268,5,Oct 2 1976,Sat,Ohio,34,,Toledo,8,
269,5,Oct 2 1976,Sat,(3) Oklahoma,24,@,Iowa State,10,
270,5,Oct 2 1976,Sat,Oklahoma State,16,,North Texas,10,
271,5,Oct 2 1976,Sat,Oregon,27,,Utah State,9,
272,5,Oct 2 1976,Sat,(2) Pittsburgh,44,@,Duke,31,
273,5,Oct 2 1976,Sat,Purdue,42,,Miami (OH),20,
274,5,Oct 2 1976,Sat,Rutgers,21,,Cornell,14,
275,5,Oct 2 1976,Sat,(13) Southern California,55,,Iowa,0,
276,5,Oct 2 1976,Sat,Southern Illinois,19,,Lamar,7,
277,5,Oct 2 1976,Sat,Syracuse,21,,Oregon State,3,
278,5,Oct 2 1976,Sat,Tennessee,21,,Clemson,19,
279,5,Oct 2 1976,Sat,Texas,42,@,Rice,15,
280,5,Oct 2 1976,Sat,Texas A&M,14,@,Illinois,7,
281,5,Oct 2 1976,Sat,Texas-Arlington,23,,West Texas State,21,
282,5,Oct 2 1976,Sat,Tulane,24,@,Vanderbilt,13,
283,5,Oct 2 1976,Sat,Tulsa,32,,New Mexico State,7,
284,5,Oct 2 1976,Sat,(4) UCLA,10,@,(8) Ohio State,10,
285,5,Oct 2 1976,Sat,Utah,38,,Texas-El Paso,14,
286,5,Oct 2 1976,Sat,Virginia Military Institute,17,,Furman,3,
287,5,Oct 2 1976,Sat,Washington,38,,Minnesota,7,
288,5,Oct 2 1976,Sat,Washington State,45,,Idaho,6,
289,5,Oct 2 1976,Sat,West Virginia,9,,Richmond,6,
290,5,Oct 2 1976,Sat,William & Mary,27,@,Virginia Tech,15,
291,5,Oct 2 1976,Sat,Wyoming,13,,Arizona State,10,
292,5,Oct 2 1976,Sat,Yale,21,,Lehigh,6,
293,6,Oct 9 1976,Sat,Air Force,13,,Navy,3,
294,6,Oct 9 1976,Sat,Akron,27,,Dayton,6,
295,6,Oct 9 1976,Sat,Alabama,24,,Southern Mississippi,8,
296,6,Oct 9 1976,Sat,Arizona,63,,Texas-El Paso,12,
297,6,Oct 9 1976,Sat,Baylor,27,,Southern Methodist,20,
298,6,Oct 9 1976,Sat,Bowling Green,29,@,Toledo,28,
299,6,Oct 9 1976,Sat,Cal State Fullerton,31,,San Francisco State,13,
300,6,Oct 9 1976,Sat,California,27,,Oregon,10,
301,6,Oct 9 1976,Sat,Central Michigan,17,,Ohio,15,
302,6,Oct 9 1976,Sat,Cincinnati,14,@,Arizona State,0,
303,6,Oct 9 1976,Sat,Citadel,14,,Chattanooga,10,
304,6,Oct 9 1976,Sat,Colgate,10,,Holy Cross,6,
305,6,Oct 9 1976,Sat,Colorado State,10,@,Utah State,7,
306,6,Oct 9 1976,Sat,Cornell,9,@,Harvard,3,
307,6,Oct 9 1976,Sat,Delaware,15,@,William & Mary,13,
308,6,Oct 9 1976,Sat,Duke,20,@,Miami (FL),7,
309,6,Oct 9 1976,Sat,East Carolina,49,,Southern Illinois,14,
310,6,Oct 9 1976,Sat,Eastern Michigan,32,,Arkansas State,30,
311,6,Oct 9 1976,Sat,Florida State,28,@,(13) Boston College,9,
312,6,Oct 9 1976,Sat,Furman,14,@,Appalachian State,14,
313,6,Oct 9 1976,Sat,Houston,50,,West Texas State,7,
314,6,Oct 9 1976,Sat,Idaho,33,,New Mexico State,6,
315,6,Oct 9 1976,Sat,Illinois State,10,,Ball State,7,
316,6,Oct 9 1976,Sat,Indiana,7,,Northwestern,0,
317,6,Oct 9 1976,Sat,Indiana State,28,,Northern Illinois,10,
318,6,Oct 9 1976,Sat,Iowa State,44,,Utah,14,
319,6,Oct 9 1976,Sat,Kent State,24,,Western Michigan,12,
320,6,Oct 9 1976,Sat,Long Beach State,41,,Drake,10,
321,6,Oct 9 1976,Sat,Louisiana,34,@,Lamar,9,
322,6,Oct 9 1976,Sat,(20) Louisiana State,33,,Vanderbilt,20,
323,6,Oct 9 1976,Sat,(7) Maryland,16,@,North Carolina State,6,
324,6,Oct 9 1976,Sat,McNeese State,36,@,Louisiana-Monroe,35,
325,6,Oct 9 1976,Sat,Memphis,28,,Auburn,27,
326,6,Oct 9 1976,Sat,(1) Michigan,42,,Michigan State,10,
327,6,Oct 9 1976,Sat,Minnesota,29,,Illinois,14,
328,6,Oct 9 1976,Sat,Mississippi,21,,(4) Georgia,17,
329,6,Oct 9 1976,Sat,Mississippi State,14,,Kentucky,7,
330,6,Oct 9 1976,Sat,(9) Missouri,28,@,Kansas State,21,
331,6,Oct 9 1976,Sat,(6) Nebraska,24,@,Colorado,12,
332,6,Oct 9 1976,Sat,New Mexico,36,,San Jose State,30,
333,6,Oct 9 1976,Sat,North Texas,21,@,Cal Poly-Pomona,10,
334,6,Oct 9 1976,Sat,Northwestern State,20,,Nicholls State,8,
335,6,Oct 9 1976,Sat,(10) Ohio State,34,@,Iowa,14,
336,6,Oct 9 1976,Sat,Oklahoma State,21,,(8) Kansas,14,
337,6,Oct 9 1976,Sat,Pacific,38,,Nevada-Las Vegas,13,
338,6,Oct 9 1976,Sat,Penn State,38,,Army,16,
339,6,Oct 9 1976,Sat,Pennsylvania,7,@,Brown,6,
340,6,Oct 9 1976,Sat,(2) Pittsburgh,27,,Louisville,6,
341,6,Oct 9 1976,Sat,Princeton,9,@,Columbia,6,
342,6,Oct 9 1976,Sat,Purdue,18,@,Wisconsin,16,
343,6,Oct 9 1976,Sat,Rice,26,@,Texas Christian,23,
344,6,Oct 9 1976,Sat,Richmond,24,@,Villanova,7,
345,6,Oct 9 1976,Sat,Rutgers,38,,Connecticut,0,
346,6,Oct 9 1976,Sat,South Carolina,35,,Virginia,7,
347,6,Oct 9 1976,Sat,(11) Southern California,23,@,Washington State,14,
348,6,Oct 9 1976,Sat,Syracuse,3,,Tulane,0,
349,6,Oct 9 1976,Sat,Tennessee,42,@,Georgia Tech,7,
350,6,Oct 9 1976,Sat,(16) Texas,6,N,(3) Oklahoma,6,
351,6,Oct 9 1976,Sat,(15) Texas Tech,27,@,(17) Texas A&M,16,
352,6,Oct 9 1976,Sat,Texas-Arlington,56,,Louisiana Tech,35,
353,6,Oct 9 1976,Sat,(5) UCLA,38,,Stanford,20,
354,6,Oct 9 1976,Sat,Virginia Tech,37,N,Virginia Military Institute,7,
355,6,Oct 9 1976,Sat,Wake Forest,20,,Clemson,14,
356,6,Oct 9 1976,Sat,Washington,24,@,Oregon State,12,
357,6,Oct 9 1976,Sat,West Virginia,42,@,Temple,0,
358,6,Oct 9 1976,Sat,Wichita State,30,,Fresno State,24,
359,6,Oct 9 1976,Sat,Wyoming,34,@,Brigham Young,29,
360,6,Oct 9 1976,Sat,Yale,18,,Dartmouth,14,
361,7,Oct 16 1976,Sat,Akron,3,@,Ball State,0,
362,7,Oct 16 1976,Sat,(20) Alabama,20,@,Tennessee,13,
363,7,Oct 16 1976,Sat,Appalachian State,45,@,Lenoir-Rhyne,7,
364,7,Oct 16 1976,Sat,Arizona State,23,@,Texas-El Paso,6,
365,7,Oct 16 1976,Sat,Arkansas State,41,@,Southern Illinois,10,
366,7,Oct 16 1976,Sat,Boston College,14,,West Virginia,3,
367,7,Oct 16 1976,Sat,Bowling Green,17,,Kent State,13,
368,7,Oct 16 1976,Sat,Brigham Young,63,,Southern Mississippi,19,
369,7,Oct 16 1976,Sat,Brown,28,@,Cornell,12,
370,7,Oct 16 1976,Sat,Cal Poly,17,@,Fresno State,15,
371,7,Oct 16 1976,Sat,Cal State Fullerton,58,@,Santa Clara,14,
372,7,Oct 16 1976,Sat,Central Michigan,16,,Indiana State,13,
373,7,Oct 16 1976,Sat,Chattanooga,14,,Jacksonville State,7,
374,7,Oct 16 1976,Sat,Cincinnati,16,,Tulsa,7,
375,7,Oct 16 1976,Sat,Citadel,20,,Richmond,7,
376,7,Oct 16 1976,Sat,Colgate,17,@,Princeton,7,
377,7,Oct 16 1976,Sat,Colorado,20,@,Oklahoma State,10,
378,7,Oct 16 1976,Sat,Colorado State,27,@,Air Force,3,
379,7,Oct 16 1976,Sat,Duke,18,@,Clemson,18,
380,7,Oct 16 1976,Sat,East Carolina,17,@,Virginia Military Institute,3,
381,7,Oct 16 1976,Sat,(12) Florida,33,@,Florida State,26,
382,7,Oct 16 1976,Sat,(11) Georgia,45,,Vanderbilt,0,
383,7,Oct 16 1976,Sat,Georgia Tech,28,@,Auburn,10,
384,7,Oct 16 1976,Sat,Harvard,17,@,Dartmouth,10,
