Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
184,4,Sep 30 1972,Sat,Massachusetts,28,@,Harvard,19,
185,4,Sep 30 1972,Sat,Miami (OH),25,,Xavier,7,
186,4,Sep 30 1972,Sat,(8) Michigan,41,,(18) Tulane,7,
187,4,Sep 30 1972,Sat,Middle Tennessee State,17,@,Chattanooga,13,
188,4,Sep 30 1972,Sat,(17) Mississippi,13,,Southern Mississippi,9,
189,4,Sep 30 1972,Sat,Missouri,34,,California,27,
190,4,Sep 30 1972,Sat,Montana State,17,,Idaho,3,
191,4,Sep 30 1972,Sat,Navy,27,,Boston College,20,
192,4,Sep 30 1972,Sat,(7) Nebraska,49,,Minnesota,0,
193,4,Sep 30 1972,Sat,Northern Illinois,24,@,Marshall,7,
194,4,Sep 30 1972,Sat,Northwestern,27,@,Pittsburgh,22,
195,4,Sep 30 1972,Sat,(10) Notre Dame,35,,Purdue,14,
196,4,Sep 30 1972,Sat,Ohio,38,,Toledo,22,
197,4,Sep 30 1972,Sat,(5) Ohio State,29,,North Carolina,14,
198,4,Sep 30 1972,Sat,(2) Oklahoma,52,,Clemson,3,
199,4,Sep 30 1972,Sat,Oklahoma State,31,,(3) Colorado,6,
200,4,Sep 30 1972,Sat,Oregon State,29,,Brigham Young,3,
201,4,Sep 30 1972,Sat,Pacific,24,,Montana,6,
202,4,Sep 30 1972,Sat,(13) Penn State,14,,Iowa,10,
203,4,Sep 30 1972,Sat,Princeton,7,,Rutgers,6,
204,4,Sep 30 1972,Sat,Rhode Island,21,@,Brown,17,
205,4,Sep 30 1972,Sat,Rice,36,@,Georgia Tech,36,
206,4,Sep 30 1972,Sat,Richmond,34,,Virginia Military Institute,15,
207,4,Sep 30 1972,Sat,San Diego State,14,@,Kent State,0,
208,4,Sep 30 1972,Sat,South Carolina,34,,Memphis,7,
209,4,Sep 30 1972,Sat,(1) Southern California,51,,Michigan State,6,
210,4,Sep 30 1972,Sat,(19) Stanford,41,,(20) West Virginia,35,
211,4,Sep 30 1972,Sat,Syracuse,16,,Maryland,12,
212,4,Sep 30 1972,Sat,Temple,15,,Holy Cross,7,
213,4,Sep 30 1972,Sat,(12) Texas,25,@,Texas Tech,20,
214,4,Sep 30 1972,Sat,Texas Christian,38,,Texas-Arlington,14,
215,4,Sep 30 1972,Sat,Texas-El Paso,21,,New Mexico State,20,
216,4,Sep 30 1972,Sat,Utah,44,@,Washington State,25,
217,4,Sep 30 1972,Sat,Utah State,21,,Colorado State,0,
218,4,Sep 30 1972,Sat,Virginia Tech,13,,Southern Methodist,10,
219,4,Sep 30 1972,Sat,(14) Washington,31,,Illinois,11,
220,4,Sep 30 1972,Sat,West Texas State,35,,Lamar,12,
221,4,Sep 30 1972,Sat,Wichita State,12,,Southern Illinois,0,
222,4,Sep 30 1972,Sat,William & Mary,31,,Citadel,12,
223,4,Sep 30 1972,Sat,Wyoming,45,,(11) Arizona State,43,
224,4,Sep 30 1972,Sat,Yale,28,,Connecticut,7,
225,5,Oct 7 1972,Sat,(19) Air Force,52,@,Colorado State,13,
226,5,Oct 7 1972,Sat,(4) Alabama,25,@,Georgia,7,
227,5,Oct 7 1972,Sat,Arizona State,38,,Oregon State,7,
228,5,Oct 7 1972,Sat,Arkansas,27,@,Texas Christian,13,
229,5,Oct 7 1972,Sat,Army,26,,Lehigh,21,
230,5,Oct 7 1972,Sat,(17) Auburn,19,@,(18) Mississippi,13,
231,5,Oct 7 1972,Sat,Baylor,10,,Miami (FL),3,
232,5,Oct 7 1972,Sat,Boston College,21,@,Villanova,20,
233,5,Oct 7 1972,Sat,Bowling Green,19,@,Toledo,8,
234,5,Oct 7 1972,Sat,Brigham Young,38,@,Long Beach State,27,
235,5,Oct 7 1972,Sat,Brown,28,,Pennsylvania,20,
236,5,Oct 7 1972,Sat,Chattanooga,21,,Arkansas State,3,
237,5,Oct 7 1972,Sat,Citadel,42,,Virginia Military Institute,3,
238,5,Oct 7 1972,Sat,(12) Colorado,38,@,Kansas State,17,
239,5,Oct 7 1972,Sat,Columbia,0,@,Princeton,0,
240,5,Oct 7 1972,Sat,Cornell,36,,Rutgers,22,
241,5,Oct 7 1972,Sat,Dartmouth,17,@,Holy Cross,7,
242,5,Oct 7 1972,Sat,Davidson,10,N,Appalachian State,10,
243,5,Oct 7 1972,Sat,Dayton,6,@,Southern Illinois,6,
244,5,Oct 7 1972,Sat,East Carolina,21,@,Richmond,0,
245,5,Oct 7 1972,Sat,Florida,42,@,(13) Florida State,13,
246,5,Oct 7 1972,Sat,Georgia Tech,31,,Clemson,9,
247,5,Oct 7 1972,Sat,Harvard,33,,Boston University,14,
248,5,Oct 7 1972,Sat,Houston,27,@,Virginia Tech,27,
249,5,Oct 7 1972,Sat,Indiana,10,@,Syracuse,2,
250,5,Oct 7 1972,Sat,Kansas,34,@,Minnesota,28,
251,5,Oct 7 1972,Sat,Kentucky,17,,Mississippi State,13,
252,5,Oct 7 1972,Sat,(8) Louisiana State,12,@,Rice,6,
253,5,Oct 7 1972,Sat,Louisiana Tech,35,@,Texas-Arlington,14,
254,5,Oct 7 1972,Sat,Louisville,17,@,Tampa,14,
255,5,Oct 7 1972,Sat,Maryland,23,,Wake Forest,0,
256,5,Oct 7 1972,Sat,Miami (OH),22,@,Marshall,7,
257,5,Oct 7 1972,Sat,(5) Michigan,35,,Navy,7,
258,5,Oct 7 1972,Sat,New Mexico,17,@,Wyoming,14,
259,5,Oct 7 1972,Sat,North Carolina State,17,,Duke,0,
260,5,Oct 7 1972,Sat,Northern Illinois,20,,Xavier,7,
261,5,Oct 7 1972,Sat,(7) Notre Dame,16,@,Michigan State,0,
262,5,Oct 7 1972,Sat,Ohio,28,@,Cincinnati,14,
263,5,Oct 7 1972,Sat,(3) Ohio State,35,@,California,18,
264,5,Oct 7 1972,Sat,Oklahoma State,17,,Missouri,16,
265,5,Oct 7 1972,Sat,Pacific,17,@,Fresno State,0,
266,5,Oct 7 1972,Sat,(16) Penn State,35,@,Illinois,17,
267,5,Oct 7 1972,Sat,Purdue,24,@,Iowa,0,
268,5,Oct 7 1972,Sat,San Diego State,23,,San Jose State,12,
269,5,Oct 7 1972,Sat,South Dakota,28,,Drake,23,
270,5,Oct 7 1972,Sat,(1) Southern California,30,@,(15) Stanford,21,
271,5,Oct 7 1972,Sat,Southern Methodist,55,,New Mexico State,6,
272,5,Oct 7 1972,Sat,Southern Mississippi,14,,West Texas State,7,
273,5,Oct 7 1972,Sat,(10) Tennessee,38,@,Memphis,7,
274,5,Oct 7 1972,Sat,(9) Texas,27,,Utah State,12,
275,5,Oct 7 1972,Sat,Texas Tech,35,,Tulsa,18,
276,5,Oct 7 1972,Sat,Tulane,38,,Pittsburgh,6,
277,5,Oct 7 1972,Sat,(14) UCLA,42,,Arizona,31,
278,5,Oct 7 1972,Sat,Utah,39,,Texas-El Paso,20,
279,5,Oct 7 1972,Sat,Vanderbilt,10,,Virginia,7,
280,5,Oct 7 1972,Sat,(11) Washington,23,,Oregon,17,
281,5,Oct 7 1972,Sat,Washington State,35,,Idaho,14,
282,5,Oct 7 1972,Sat,West Virginia,49,,William & Mary,34,
283,5,Oct 7 1972,Sat,Western Carolina,20,,Furman,15,
284,5,Oct 7 1972,Sat,Western Michigan,13,@,Kent State,12,
285,5,Oct 7 1972,Sat,Wichita State,23,,North Texas,6,
286,5,Oct 7 1972,Sat,Wisconsin,21,,Northwestern,14,
287,5,Oct 7 1972,Sat,Yale,27,,Colgate,7,
288,6,Oct 14 1972,Sat,(16) Air Force,13,@,Boston College,9,
289,6,Oct 14 1972,Sat,(3) Alabama,24,,Florida,7,
290,6,Oct 14 1972,Sat,Arizona,27,@,New Mexico,15,
291,6,Oct 14 1972,Sat,Arizona State,59,,Utah,48,
292,6,Oct 14 1972,Sat,(20) Arkansas,31,,Baylor,20,
293,6,Oct 14 1972,Sat,Ball State,28,,Dayton,7,
294,6,Oct 14 1972,Sat,Brigham Young,21,,Texas-El Paso,14,
295,6,Oct 14 1972,Sat,Cal Poly,24,@,Fresno State,24,
296,6,Oct 14 1972,Sat,(13) Colorado,34,,(18) Iowa State,22,
297,6,Oct 14 1972,Sat,Cornell,24,,Pennsylvania,20,
298,6,Oct 14 1972,Sat,Dartmouth,35,,Princeton,14,
299,6,Oct 14 1972,Sat,Davidson,51,,Furman,35,
300,6,Oct 14 1972,Sat,Drake,21,@,Northern Iowa,14,
301,6,Oct 14 1972,Sat,Duke,7,@,Clemson,0,
302,6,Oct 14 1972,Sat,East Carolina,27,,Citadel,21,
303,6,Oct 14 1972,Sat,Florida State,25,@,Mississippi State,21,
304,6,Oct 14 1972,Sat,Georgia,14,@,Mississippi,13,
305,6,Oct 14 1972,Sat,Harvard,20,@,Columbia,18,
306,6,Oct 14 1972,Sat,Holy Cross,21,@,Colgate,21,
307,6,Oct 14 1972,Sat,Houston,49,,San Diego State,14,
308,6,Oct 14 1972,Sat,Idaho,31,,Northern Illinois,13,
309,6,Oct 14 1972,Sat,Indiana,33,,Wisconsin,7,
310,6,Oct 14 1972,Sat,Iowa,23,@,Northwestern,12,
311,6,Oct 14 1972,Sat,Kansas State,20,,Kansas,19,
312,6,Oct 14 1972,Sat,Kent State,14,@,Bowling Green,10,
313,6,Oct 14 1972,Sat,Louisiana,22,@,Chattanooga,21,
314,6,Oct 14 1972,Sat,(8) Louisiana State,35,,(9) Auburn,7,
315,6,Oct 14 1972,Sat,Louisville,56,,North Texas,6,
316,6,Oct 14 1972,Sat,Maryland,37,,Villanova,7,
317,6,Oct 14 1972,Sat,Memphis,38,,Utah State,29,
318,6,Oct 14 1972,Sat,Miami (FL),24,,Tulane,21,
319,6,Oct 14 1972,Sat,Miami (OH),31,,Ohio,7,
320,6,Oct 14 1972,Sat,(5) Michigan,10,,Michigan State,0,
321,6,Oct 14 1972,Sat,(6) Nebraska,62,,Missouri,0,
322,6,Oct 14 1972,Sat,North Carolina,31,,Kentucky,20,
323,6,Oct 14 1972,Sat,North Carolina State,42,@,Wake Forest,13,
324,6,Oct 14 1972,Sat,(7) Notre Dame,42,,Pittsburgh,16,
325,6,Oct 14 1972,Sat,(4) Ohio State,26,,Illinois,7,
326,6,Oct 14 1972,Sat,(2) Oklahoma,27,N,(10) Texas,0,
327,6,Oct 14 1972,Sat,Pacific,14,,Long Beach State,10,
328,6,Oct 14 1972,Sat,(15) Penn State,45,@,Army,0,
329,6,Oct 14 1972,Sat,Purdue,28,@,Minnesota,3,
330,6,Oct 14 1972,Sat,Rutgers,21,@,Lafayette,7,
331,6,Oct 14 1972,Sat,South Carolina,41,,Appalachian State,7,
332,6,Oct 14 1972,Sat,(1) Southern California,42,,California,14,
333,6,Oct 14 1972,Sat,Southern Mississippi,34,@,Richmond,9,
334,6,Oct 14 1972,Sat,(17) Stanford,24,,(12) Washington,0,
335,6,Oct 14 1972,Sat,Syracuse,30,,Navy,14,
336,6,Oct 14 1972,Sat,Tampa,44,,Southern Illinois,0,
337,6,Oct 14 1972,Sat,Temple,39,,West Virginia,36,
338,6,Oct 14 1972,Sat,Texas Christian,35,@,Tulsa,9,
339,6,Oct 14 1972,Sat,Texas Tech,17,@,Texas A&M,14,
340,6,Oct 14 1972,Sat,Toledo,20,@,Western Michigan,13,
341,6,Oct 14 1972,Sat,(14) UCLA,37,@,Oregon State,7,
342,6,Oct 14 1972,Sat,Vanderbilt,21,@,William & Mary,17,
343,6,Oct 14 1972,Sat,Virginia,45,,Virginia Military Institute,14,
344,6,Oct 14 1972,Sat,Virginia Tech,34,,(19) Oklahoma State,32,
345,6,Oct 14 1972,Sat,Washington State,31,@,Oregon,14,
346,6,Oct 14 1972,Sat,West Texas State,63,,New Mexico State,14,
347,6,Oct 14 1972,Sat,Wichita State,20,,Cincinnati,17,
348,6,Oct 14 1972,Sat,Wyoming,28,@,Colorado State,9,
349,6,Oct 14 1972,Sat,Xavier,14,,Marshall,0,
350,6,Oct 14 1972,Sat,Yale,53,,Brown,19,
351,7,Oct 20 1972,Fri,Boston University,17,,Temple,14,
352,7,Oct 21 1972,Sat,(3) Alabama,17,@,(10) Tennessee,10,
353,7,Oct 21 1972,Sat,Appalachian State,42,,Lenoir-Rhyne,13,
354,7,Oct 21 1972,Sat,(19) Arizona State,49,@,Brigham Young,17,
355,7,Oct 21 1972,Sat,Army,35,@,Rutgers,28,
356,7,Oct 21 1972,Sat,(14) Auburn,24,,Georgia Tech,14,
357,7,Oct 21 1972,Sat,Citadel,12,@,Chattanooga,0,
358,7,Oct 21 1972,Sat,Clemson,37,,Virginia,21,
359,7,Oct 21 1972,Sat,Colgate,35,@,Princeton,26,
360,7,Oct 21 1972,Sat,(9) Colorado,20,,(2) Oklahoma,14,
361,7,Oct 21 1972,Sat,Dartmouth,49,,Brown,20,
362,7,Oct 21 1972,Sat,Duke,20,,Maryland,14,
363,7,Oct 21 1972,Sat,Florida,16,@,Mississippi,0,
364,7,Oct 21 1972,Sat,Florida State,37,,Colorado State,0,
365,7,Oct 21 1972,Sat,Fresno State,31,,Cal State Los Angeles,0,
366,7,Oct 21 1972,Sat,Georgia,28,,Vanderbilt,3,
367,7,Oct 21 1972,Sat,Harvard,33,,Cornell,15,
368,7,Oct 21 1972,Sat,Idaho State,35,,Idaho,7,
369,7,Oct 21 1972,Sat,(20) Iowa State,55,,Kansas State,22,
370,7,Oct 21 1972,Sat,Kent State,26,,Xavier,16,
371,7,Oct 21 1972,Sat,(7) Louisiana State,10,,Kentucky,0,
372,7,Oct 21 1972,Sat,Louisville,46,@,Wichita State,3,
373,7,Oct 21 1972,Sat,Memphis,7,@,North Texas,6,
374,7,Oct 21 1972,Sat,Miami (FL),33,,Houston,13,
375,7,Oct 21 1972,Sat,Miami (OH),21,@,South Carolina,8,
376,7,Oct 21 1972,Sat,(6) Michigan,31,@,Illinois,7,
377,7,Oct 21 1972,Sat,Michigan State,31,,Wisconsin,0,
378,7,Oct 21 1972,Sat,Minnesota,43,,Iowa,14,
379,7,Oct 21 1972,Sat,Mississippi State,26,,Southern Mississippi,7,
380,7,Oct 21 1972,Sat,Missouri,30,@,(8) Notre Dame,26,
381,7,Oct 21 1972,Sat,Navy,21,@,(16) Air Force,17,
382,7,Oct 21 1972,Sat,(5) Nebraska,56,@,Kansas,0,
383,7,Oct 21 1972,Sat,New Mexico,56,@,Texas-El Paso,7,
384,7,Oct 21 1972,Sat,New Mexico State,17,@,Texas-Arlington,12,
385,7,Oct 21 1972,Sat,North Carolina,21,@,Wake Forest,0,
386,7,Oct 21 1972,Sat,North Carolina State,38,,East Carolina,16,
387,7,Oct 21 1972,Sat,Northern Illinois,17,,West Texas State,8,
