Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
1,1,Sep 11 1965,Sat,Tulsa,14,@,Houston,0,
2,1,Sep 11 1965,Sat,Utah,28,,Montana,13,
3,1,Sep 11 1965,Sat,Utah State,31,,Hawaii,12,
4,2,Sep 17 1965,Fri,Minnesota,20,@,(7) Southern California,20,
5,2,Sep 17 1965,Fri,Stanford,26,,San Jose State,6,
6,2,Sep 18 1965,Sat,Arizona,16,@,Utah,9,
7,2,Sep 18 1965,Sat,(6) Arkansas,28,,Oklahoma State,14,
8,2,Sep 18 1965,Sat,Baylor,14,@,Auburn,8,
9,2,Sep 18 1965,Sat,Boston College,18,,Buffalo,6,
10,2,Sep 18 1965,Sat,Bowling Green,21,,Cal State Los Angeles,0,
11,2,Sep 18 1965,Sat,Brigham Young,24,@,Arizona State,6,
12,2,Sep 18 1965,Sat,Cincinnati,28,,Dayton,0,
13,2,Sep 18 1965,Sat,Clemson,21,,North Carolina State,7,
14,2,Sep 18 1965,Sat,Colgate,40,,Lafayette,0,
15,2,Sep 18 1965,Sat,Colorado,0,@,Wisconsin,0,
16,2,Sep 18 1965,Sat,Colorado State,54,,Hawaii,6,
17,2,Sep 18 1965,Sat,Davidson,35,,Presbyterian,0,
18,2,Sep 18 1965,Sat,Duke,21,@,Virginia,7,
19,2,Sep 18 1965,Sat,Florida,24,@,Northwestern,14,
20,2,Sep 18 1965,Sat,Furman,51,,Frederick,14,
21,2,Sep 18 1965,Sat,George Washington,21,@,Temple,13,
22,2,Sep 18 1965,Sat,Georgia,18,,(5) Alabama,17,
23,2,Sep 18 1965,Sat,Georgia Tech,10,@,Vanderbilt,10,
24,2,Sep 18 1965,Sat,Indiana,19,,Kansas State,7,
25,2,Sep 18 1965,Sat,Iowa State,21,,Drake,0,
26,2,Sep 18 1965,Sat,Kentucky,7,@,Missouri,0,
27,2,Sep 18 1965,Sat,(8) Louisiana State,10,,Texas A&M,0,
28,2,Sep 18 1965,Sat,Marshall,22,,Morehead State,12,
29,2,Sep 18 1965,Sat,(4) Michigan,31,@,North Carolina,24,
30,2,Sep 18 1965,Sat,Michigan State,13,,UCLA,3,
31,2,Sep 18 1965,Sat,Mississippi,34,@,Memphis,14,
