Rk,Wk,Date,Day,Winner,Pts,,Loser,Pts,Notes
77,3,Sep 27 1969,Sat,(3) Arkansas,55,,Tulsa,0,
78,3,Sep 27 1969,Sat,Army,16,@,Vanderbilt,6,
79,3,Sep 27 1969,Sat,Boston College,21,,Navy,14,
80,3,Sep 27 1969,Sat,Bowling Green,27,@,Dayton,7,
81,3,Sep 27 1969,Sat,Brown,21,,Rhode Island,0,
82,3,Sep 27 1969,Sat,Buffalo,16,@,Massachusetts,6,
83,3,Sep 27 1969,Sat,California,17,@,(10) Indiana,14,
84,3,Sep 27 1969,Sat,California-Santa Barbara,21,,Nevada,6,
85,3,Sep 27 1969,Sat,Citadel,14,,Arkansas State,10,
86,3,Sep 27 1969,Sat,Colgate,28,@,Cornell,24,
87,3,Sep 27 1969,Sat,Colorado State,50,,Wichita State,21,
88,3,Sep 27 1969,Sat,Connecticut,19,@,Yale,15,
89,3,Sep 27 1969,Sat,Dartmouth,31,@,New Hampshire,0,
90,3,Sep 27 1969,Sat,Davidson,77,@,Furman,14,
91,3,Sep 27 1969,Sat,(12) Florida,47,@,Mississippi State,35,
92,3,Sep 27 1969,Sat,Fresno State,28,@,Montana State,20,
93,3,Sep 27 1969,Sat,(7) Georgia,30,@,Clemson,0,
94,3,Sep 27 1969,Sat,Georgia Tech,17,,Baylor,10,
95,3,Sep 27 1969,Sat,Harvard,13,,Holy Cross,0,
96,3,Sep 27 1969,Sat,Idaho State,47,N,Idaho,42,
97,3,Sep 27 1969,Sat,Iowa,61,,Washington State,35,
98,3,Sep 27 1969,Sat,Iowa State,10,,Brigham Young,0,
99,3,Sep 27 1969,Sat,Kansas,13,,Syracuse,0,
100,3,Sep 27 1969,Sat,Kansas State,42,@,Arizona,27,
101,3,Sep 27 1969,Sat,Kent State,23,@,Xavier,7,
102,3,Sep 27 1969,Sat,Kentucky,10,,(8) Mississippi,9,
103,3,Sep 27 1969,Sat,Lafayette,36,@,Columbia,22,
104,3,Sep 27 1969,Sat,Louisiana State,42,@,Rice,0,
105,3,Sep 27 1969,Sat,Louisiana Tech,24,@,East Carolina,6,
106,3,Sep 27 1969,Sat,Memphis,15,,North Texas,13,
107,3,Sep 27 1969,Sat,Miami (OH),24,@,Western Michigan,20,
108,3,Sep 27 1969,Sat,(20) Michigan,45,,Washington,7,
109,3,Sep 27 1969,Sat,(13) Michigan State,23,,Southern Methodist,15,
110,3,Sep 27 1969,Sat,(11) Missouri,37,N,Illinois,6,
111,3,Sep 27 1969,Sat,Nebraska,14,,Texas A&M,0,
112,3,Sep 27 1969,Sat,New Mexico State,16,@,Texas-Arlington,7,
113,3,Sep 27 1969,Sat,North Carolina State,24,@,Maryland,7,
114,3,Sep 27 1969,Sat,Ohio,35,@,Minnesota,35,
115,3,Sep 27 1969,Sat,(1) Ohio State,62,,Texas Christian,0,
116,3,Sep 27 1969,Sat,(6) Oklahoma,37,,Pittsburgh,8,
117,3,Sep 27 1969,Sat,Oklahoma State,24,,Houston,18,
118,3,Sep 27 1969,Sat,Oregon State,30,@,(18) Arizona State,7,
119,3,Sep 27 1969,Sat,Pacific,36,@,Utah State,3,
120,3,Sep 27 1969,Sat,(2) Penn State,27,,Colorado,3,
121,3,Sep 27 1969,Sat,Pennsylvania,28,,Bucknell,17,
122,3,Sep 27 1969,Sat,(16) Purdue,28,,(9) Notre Dame,14,
123,3,Sep 27 1969,Sat,Richmond,20,@,Virginia Military Institute,0,
124,3,Sep 27 1969,Sat,Rutgers,29,,Princeton,0,
125,3,Sep 27 1969,Sat,San Diego State,49,@,Cal State Los Angeles,0,
126,3,Sep 27 1969,Sat,South Carolina,14,,North Carolina,6,
127,3,Sep 27 1969,Sat,(5) Southern California,48,,Northwestern,6,
128,3,Sep 27 1969,Sat,Stanford,28,,Oregon,0,
129,3,Sep 27 1969,Sat,(19) Tennessee,45,,(17) Auburn,19,
130,3,Sep 27 1969,Sat,(4) Texas,49,,Texas Tech,7,
131,3,Sep 27 1969,Sat,Texas A&M-Kingsville,21,,Long Beach State,7,
132,3,Sep 27 1969,Sat,Texas-El Paso,21,@,New Mexico,6,
133,3,Sep 27 1969,Sat,Toledo,38,@,Marshall,13,
134,3,Sep 27 1969,Sat,(14) UCLA,34,@,Wisconsin,23,
135,3,Sep 27 1969,Sat,Utah,42,,San Jose State,7,
136,3,Sep 27 1969,Sat,Villanova,36,@,Delaware,33,
137,3,Sep 27 1969,Sat,Virginia,10,,Duke,0,
138,3,Sep 27 1969,Sat,Wake Forest,16,,Virginia Tech,10,
139,3,Sep 27 1969,Sat,West Texas State,22,,Northern Illinois,7,
140,3,Sep 27 1969,Sat,West Virginia,35,@,Tulane,17,
141,3,Sep 27 1969,Sat,William & Mary,7,@,Temple,6,
142,3,Sep 27 1969,Sat,Wyoming,27,@,Air Force,25,
143,4,Oct 3 1969,Fri,Idaho,31,@,Southern Mississippi,21,
144,4,Oct 3 1969,Fri,Miami (FL),23,,North Carolina State,13,
145,4,Oct 4 1969,Sat,(15) Alabama,33,,(20) Mississippi,32,
146,4,Oct 4 1969,Sat,Arizona State,23,,Brigham Young,7,
147,4,Oct 4 1969,Sat,(3) Arkansas,24,,Texas Christian,6,
148,4,Oct 4 1969,Sat,Auburn,44,,Kentucky,3,
149,4,Oct 4 1969,Sat,Boston College,28,,Tulane,24,
150,4,Oct 4 1969,Sat,Boston University,13,@,Harvard,10,
151,4,Oct 4 1969,Sat,Bowling Green,21,,Western Michigan,10,
152,4,Oct 4 1969,Sat,Cal Poly-Pomona,14,,Cal State Los Angeles,13,
153,4,Oct 4 1969,Sat,Cal State Northridge,32,@,Long Beach State,21,
154,4,Oct 4 1969,Sat,California,31,,Rice,21,
155,4,Oct 4 1969,Sat,California-Santa Barbara,21,,Whittier,19,
156,4,Oct 4 1969,Sat,Carson-Newman,21,@,Furman,21,
157,4,Oct 4 1969,Sat,Cincinnati,17,,Xavier,14,
158,4,Oct 4 1969,Sat,Citadel,31,@,East Carolina,13,
159,4,Oct 4 1969,Sat,Clemson,21,@,Georgia Tech,10,
160,4,Oct 4 1969,Sat,Colorado,30,,Indiana,7,
161,4,Oct 4 1969,Sat,Dartmouth,38,,Holy Cross,6,
162,4,Oct 4 1969,Sat,Davidson,17,@,Trinity (Texas),16,
163,4,Oct 4 1969,Sat,Drake,27,,North Texas,23,
164,4,Oct 4 1969,Sat,(12) Florida,21,,Florida State,6,
165,4,Oct 4 1969,Sat,(7) Georgia,41,,South Carolina,16,
166,4,Oct 4 1969,Sat,Houston,74,,Mississippi State,0,
167,4,Oct 4 1969,Sat,Iowa,31,,Arizona,19,
168,4,Oct 4 1969,Sat,Iowa State,48,@,Illinois,20,
169,4,Oct 4 1969,Sat,Kent State,17,@,Buffalo,8,
170,4,Oct 4 1969,Sat,Lamar,9,,New Mexico State,7,
171,4,Oct 4 1969,Sat,(16) Louisiana State,63,,Baylor,8,
172,4,Oct 4 1969,Sat,Louisville,24,,Dayton,17,
173,4,Oct 4 1969,Sat,Maryland,19,@,Wake Forest,14,
174,4,Oct 4 1969,Sat,(9) Missouri,40,@,(13) Michigan,17,
175,4,Oct 4 1969,Sat,Nebraska,42,@,Minnesota,14,
176,4,Oct 4 1969,Sat,New Mexico,16,,Kansas,7,
177,4,Oct 4 1969,Sat,North Carolina,38,,Vanderbilt,22,
178,4,Oct 4 1969,Sat,Northern Illinois,18,@,Marshall,17,
179,4,Oct 4 1969,Sat,Notre Dame,42,,(14) Michigan State,28,
180,4,Oct 4 1969,Sat,(1) Ohio State,41,@,Washington,14,
181,4,Oct 4 1969,Sat,Oklahoma State,17,,Texas Tech,10,
182,4,Oct 4 1969,Sat,Oregon,25,@,Washington State,24,
183,4,Oct 4 1969,Sat,Pacific,40,,Fresno State,21,
184,4,Oct 4 1969,Sat,(2) Penn State,17,@,Kansas State,14,
185,4,Oct 4 1969,Sat,Pennsylvania,23,,Brown,2,
186,4,Oct 4 1969,Sat,Pittsburgh,14,@,Duke,12,
187,4,Oct 4 1969,Sat,Princeton,21,@,Columbia,7,
188,4,Oct 4 1969,Sat,(8) Purdue,36,,(17) Stanford,35,
189,4,Oct 4 1969,Sat,Richmond,17,,Virginia Tech,10,
190,4,Oct 4 1969,Sat,Rutgers,21,,Cornell,7,
191,4,Oct 4 1969,Sat,San Diego State,55,@,San Jose State,21,
192,4,Oct 4 1969,Sat,(5) Southern California,31,@,Oregon State,7,
193,4,Oct 4 1969,Sat,Syracuse,43,@,Wisconsin,7,
194,4,Oct 4 1969,Sat,(10) Tennessee,55,@,Memphis,16,
195,4,Oct 4 1969,Sat,(4) Texas,56,,Navy,17,
196,4,Oct 4 1969,Sat,Texas A&M,20,@,Army,13,
197,4,Oct 4 1969,Sat,Toledo,34,,Ohio,9,
198,4,Oct 4 1969,Sat,(11) UCLA,36,@,Northwestern,0,
199,4,Oct 4 1969,Sat,Utah,24,@,Texas-El Paso,6,
200,4,Oct 4 1969,Sat,Villanova,57,,Santa Clara,8,
201,4,Oct 4 1969,Sat,Virginia,28,@,William & Mary,15,
202,4,Oct 4 1969,Sat,West Texas State,24,@,Wichita State,14,
203,4,Oct 4 1969,Sat,(18) West Virginia,32,,Virginia Military Institute,0,
204,4,Oct 4 1969,Sat,(19) Wyoming,39,,Colorado State,3,
205,4,Oct 4 1969,Sat,Yale,40,,Colgate,21,
206,5,Oct 10 1969,Fri,(14) Louisiana State,20,@,Miami (FL),0,
207,5,Oct 10 1969,Fri,Southern Methodist,19,,Texas Christian,17,
208,5,Oct 11 1969,Sat,Air Force,20,@,North Carolina,10,
209,5,Oct 11 1969,Sat,(20) Auburn,51,,Clemson,0,
210,5,Oct 11 1969,Sat,Brigham Young,41,,New Mexico,15,
211,5,Oct 11 1969,Sat,Buffalo,27,,Dayton,0,
212,5,Oct 11 1969,Sat,California,44,,Washington,13,
213,5,Oct 11 1969,Sat,Colorado,14,@,Iowa State,0,
214,5,Oct 11 1969,Sat,Colorado State,37,@,Utah State,33,
215,5,Oct 11 1969,Sat,Dartmouth,41,,Pennsylvania,0,
216,5,Oct 11 1969,Sat,Davidson,37,,Richmond,7,
217,5,Oct 11 1969,Sat,Duke,27,@,Wake Forest,20,
218,5,Oct 11 1969,Sat,(12) Florida,18,,Tulane,17,
219,5,Oct 11 1969,Sat,Fresno State,38,@,Cal State Northridge,14,
220,5,Oct 11 1969,Sat,Harvard,51,,Columbia,0,
221,5,Oct 11 1969,Sat,Houston,34,@,Arizona,17,
222,5,Oct 11 1969,Sat,Indiana,17,,Minnesota,7,
223,5,Oct 11 1969,Sat,Kansas State,26,@,Kansas,22,
224,5,Oct 11 1969,Sat,Kentucky,7,@,Virginia Tech,6,
225,5,Oct 11 1969,Sat,Lehigh,17,@,Rutgers,7,
226,5,Oct 11 1969,Sat,Long Beach State,28,@,Hawaii,14,
227,5,Oct 11 1969,Sat,Memphis,52,@,Cincinnati,6,
228,5,Oct 11 1969,Sat,Miami (OH),35,,Marshall,7,
229,5,Oct 11 1969,Sat,Michigan,31,,(9) Purdue,20,
230,5,Oct 11 1969,Sat,Mississippi,25,,(6) Georgia,17,
231,5,Oct 11 1969,Sat,Mississippi State,34,,Southern Mississippi,20,
232,5,Oct 11 1969,Sat,(7) Missouri,17,,(20) Nebraska,7,
233,5,Oct 11 1969,Sat,Montana,34,,Idaho,9,
234,5,Oct 11 1969,Sat,New Mexico State,23,@,Wichita State,6,
235,5,Oct 11 1969,Sat,North Texas,35,,Weber State,13,
236,5,Oct 11 1969,Sat,Northern Arizona,20,@,Cal State Los Angeles,14,
237,5,Oct 11 1969,Sat,Northwestern,10,@,Illinois,6,
238,5,Oct 11 1969,Sat,(15) Notre Dame,45,@,Army,0,
239,5,Oct 11 1969,Sat,Ohio,31,,Xavier,6,
240,5,Oct 11 1969,Sat,(1) Ohio State,54,,(19) Michigan State,21,
241,5,Oct 11 1969,Sat,Pacific,38,,California-Santa Barbara,0,
242,5,Oct 11 1969,Sat,(5) Penn State,20,,(17) West Virginia,0,
243,5,Oct 11 1969,Sat,Pittsburgh,46,,Navy,19,
244,5,Oct 11 1969,Sat,Princeton,24,@,Cornell,17,
245,5,Oct 11 1969,Sat,San Diego State,24,@,West Texas State,14,
246,5,Oct 11 1969,Sat,San Jose State,36,@,Oregon,34,
247,5,Oct 11 1969,Sat,South Carolina,21,,North Carolina State,16,
248,5,Oct 11 1969,Sat,(4) Southern California,26,,(16) Stanford,24,
249,5,Oct 11 1969,Sat,Syracuse,20,@,Maryland,9,
250,5,Oct 11 1969,Sat,Tampa,31,,Tulsa,14,
251,5,Oct 11 1969,Sat,(10) Tennessee,26,,Georgia Tech,8,
252,5,Oct 11 1969,Sat,(2) Texas,27,N,(8) Oklahoma,17,
253,5,Oct 11 1969,Sat,Texas Tech,13,,Texas A&M,9,
254,5,Oct 11 1969,Sat,Toledo,27,@,Bowling Green,26,
255,5,Oct 11 1969,Sat,(11) UCLA,46,@,Washington State,14,
256,5,Oct 11 1969,Sat,Utah,24,,Arizona State,23,
257,5,Oct 11 1969,Sat,Vanderbilt,14,,(13) Alabama,10,
258,5,Oct 11 1969,Sat,Virginia,28,N,Virginia Military Institute,10,
259,5,Oct 11 1969,Sat,Western Kentucky,14,@,Northern Illinois,12,
260,5,Oct 11 1969,Sat,Western Michigan,33,,Kent State,13,
261,5,Oct 11 1969,Sat,William & Mary,21,@,Citadel,14,
262,5,Oct 11 1969,Sat,Wisconsin,23,,Iowa,17,
263,5,Oct 11 1969,Sat,Wofford,49,,Furman,7,
264,5,Oct 11 1969,Sat,(18) Wyoming,37,,Texas-El Paso,9,
265,5,Oct 11 1969,Sat,Yale,27,@,Brown,13,
266,6,Oct 18 1969,Sat,Air Force,60,,Oregon,13,
267,6,Oct 18 1969,Sat,Arizona,26,,Texas-El Paso,10,
268,6,Oct 18 1969,Sat,Arizona State,45,@,San Jose State,11,
269,6,Oct 18 1969,Sat,(4) Arkansas,21,@,Baylor,7,
270,6,Oct 18 1969,Sat,(15) Auburn,17,@,Georgia Tech,14,
271,6,Oct 18 1969,Sat,Bowling Green,7,@,Kent State,0,
272,6,Oct 18 1969,Sat,Cal Poly,21,,Fresno State,17,
273,6,Oct 18 1969,Sat,California-Santa Barbara,26,,Cal State Northridge,2,
274,6,Oct 18 1969,Sat,Cincinnati,21,,Wichita State,14,
275,6,Oct 18 1969,Sat,Citadel,28,@,Virginia Military Institute,2,
276,6,Oct 18 1969,Sat,Clemson,28,,Wake Forest,14,
277,6,Oct 18 1969,Sat,Colgate,35,@,Princeton,28,
278,6,Oct 18 1969,Sat,Colorado State,27,,West Texas State,7,
279,6,Oct 18 1969,Sat,Cornell,41,,Harvard,24,
280,6,Oct 18 1969,Sat,Dartmouth,38,@,Brown,13,
281,6,Oct 18 1969,Sat,Davidson,17,@,William & Mary,15,
282,6,Oct 18 1969,Sat,Dayton,56,,Northern Illinois,24,
283,6,Oct 18 1969,Sat,(10) Florida,52,,North Carolina,2,
284,6,Oct 18 1969,Sat,Florida State,38,@,Tulsa,20,
285,6,Oct 18 1969,Sat,(14) Georgia,40,@,Vanderbilt,8,
286,6,Oct 18 1969,Sat,Indiana,41,,Illinois,20,
287,6,Oct 18 1969,Sat,Kansas State,34,,Iowa State,7,
288,6,Oct 18 1969,Sat,Long Beach State,23,,Northern Arizona,15,
289,6,Oct 18 1969,Sat,(9) Louisiana State,37,@,Kentucky,10,
290,6,Oct 18 1969,Sat,Louisville,34,,Marshall,17,
291,6,Oct 18 1969,Sat,Maryland,20,,Duke,7,
292,6,Oct 18 1969,Sat,Memphis,26,,Miami (FL),13,
293,6,Oct 18 1969,Sat,Miami (OH),24,@,Ohio,21,
294,6,Oct 18 1969,Sat,Michigan State,23,,(13) Michigan,12,
295,6,Oct 18 1969,Sat,(19) Mississippi,69,,Southern Mississippi,7,
296,6,Oct 18 1969,Sat,Mississippi State,30,@,Texas Tech,26,
297,6,Oct 18 1969,Sat,(6) Missouri,31,,Oklahoma State,21,
298,6,Oct 18 1969,Sat,Nebraska,21,,Kansas,17,
299,6,Oct 18 1969,Sat,North Carolina State,31,@,Virginia,0,
300,6,Oct 18 1969,Sat,North Texas,30,@,New Mexico State,12,
301,6,Oct 18 1969,Sat,Northwestern,27,,Wisconsin,7,
302,6,Oct 18 1969,Sat,(1) Ohio State,34,@,Minnesota,7,
303,6,Oct 18 1969,Sat,(12) Oklahoma,42,,Colorado,30,
304,6,Oct 18 1969,Sat,Oregon State,10,@,Washington,6,
305,6,Oct 18 1969,Sat,Pacific,28,,Idaho,0,
306,6,Oct 18 1969,Sat,(5) Penn State,15,@,Syracuse,14,
307,6,Oct 18 1969,Sat,Pennsylvania,13,,Lehigh,7,
308,6,Oct 18 1969,Sat,(17) Purdue,35,,Iowa,31,
309,6,Oct 18 1969,Sat,Richmond,24,,East Carolina,7,
310,6,Oct 18 1969,Sat,Rutgers,20,,Navy,6,
311,6,Oct 18 1969,Sat,Samford,34,,Furman,14,
312,6,Oct 18 1969,Sat,San Diego State,27,@,Texas-Arlington,10,
313,6,Oct 18 1969,Sat,South Carolina,17,@,Virginia Tech,16,
314,6,Oct 18 1969,Sat,(3) Southern California,14,@,(11) Notre Dame,14,
315,6,Oct 18 1969,Sat,Southern Methodist,34,@,Rice,14,
316,6,Oct 18 1969,Sat,(18) Stanford,49,,Washington State,0,
317,6,Oct 18 1969,Sat,(7) Tennessee,41,@,(20) Alabama,14,
318,6,Oct 18 1969,Sat,Texas Christian,16,,Texas A&M,6,
319,6,Oct 18 1969,Sat,Toledo,38,,Western Michigan,13,
320,6,Oct 18 1969,Sat,Tulane,26,@,Pittsburgh,22,
321,6,Oct 18 1969,Sat,(8) UCLA,32,,California,0,
322,6,Oct 18 1969,Sat,Utah,24,@,New Mexico,0,
323,6,Oct 18 1969,Sat,Utah State,23,@,Army,7,
324,6,Oct 18 1969,Sat,Villanova,24,@,Boston College,6,
325,6,Oct 18 1969,Sat,(16) Wyoming,40,,Brigham Young,7,
326,6,Oct 18 1969,Sat,Yale,41,@,Columbia,6,
327,7,Oct 24 1969,Fri,Long Beach State,34,,Santa Clara,28,
328,7,Oct 24 1969,Fri,Miami (FL),14,,Texas Christian,9,
329,7,Oct 25 1969,Sat,(20) Air Force,28,,Colorado State,7,
330,7,Oct 25 1969,Sat,Akron,14,@,Dayton,10,
331,7,Oct 25 1969,Sat,Alabama,38,@,Clemson,13,
332,7,Oct 25 1969,Sat,Arizona,52,,New Mexico,28,
333,7,Oct 25 1969,Sat,(4) Arkansas,52,,Wichita State,14,
334,7,Oct 25 1969,Sat,Army,38,,Boston College,7,
335,7,Oct 25 1969,Sat,Bowling Green,3,,Miami (OH),0,
336,7,Oct 25 1969,Sat,Brigham Young,30,@,Texas-El Paso,7,
337,7,Oct 25 1969,Sat,California,17,@,Washington State,0,
338,7,Oct 25 1969,Sat,Citadel,34,,Davidson,28,
339,7,Oct 25 1969,Sat,Colgate,20,@,Brown,6,
340,7,Oct 25 1969,Sat,Colorado,31,,(5) Missouri,24,
341,7,Oct 25 1969,Sat,Dartmouth,24,@,Harvard,10,
342,7,Oct 25 1969,Sat,Duke,25,@,North Carolina State,25,
343,7,Oct 25 1969,Sat,East Carolina,17,@,Southern Illinois,3,
344,7,Oct 25 1969,Sat,(10) Florida,41,,Vanderbilt,20,
345,7,Oct 25 1969,Sat,Florida State,20,,Mississippi State,17,
346,7,Oct 25 1969,Sat,Fresno State,24,@,Cal State Los Angeles,0,
347,7,Oct 25 1969,Sat,(13) Georgia,30,,Kentucky,0,
348,7,Oct 25 1969,Sat,Houston,25,,(17) Mississippi,11,
349,7,Oct 25 1969,Sat,Idaho,31,,Montana State,21,
350,7,Oct 25 1969,Sat,Iowa,19,,Michigan State,18,
351,7,Oct 25 1969,Sat,Iowa State,44,,Kansas,20,
352,7,Oct 25 1969,Sat,(18) Kansas State,59,,(11) Oklahoma,21,
353,7,Oct 25 1969,Sat,(9) Louisiana State,21,,(14) Auburn,20,
354,7,Oct 25 1969,Sat,Memphis,40,@,Utah State,0,
355,7,Oct 25 1969,Sat,Michigan,35,@,Minnesota,9,
356,7,Oct 25 1969,Sat,Navy,10,,Virginia,0,
357,7,Oct 25 1969,Sat,Nebraska,13,,Oklahoma State,3,
358,7,Oct 25 1969,Sat,North Carolina,23,,Wake Forest,3,
359,7,Oct 25 1969,Sat,North Texas,31,,Louisville,13,
360,7,Oct 25 1969,Sat,Northern Illinois,17,,Ball State,13,
361,7,Oct 25 1969,Sat,(12) Notre Dame,37,@,Tulane,0,
362,7,Oct 25 1969,Sat,(1) Ohio State,41,,Illinois,0,
363,7,Oct 25 1969,Sat,Oregon,22,,Washington,7,
364,7,Oct 25 1969,Sat,(8) Penn State,42,,Ohio,3,
365,7,Oct 25 1969,Sat,Princeton,42,,Pennsylvania,0,
366,7,Oct 25 1969,Sat,(15) Purdue,45,,Northwestern,20,
367,7,Oct 25 1969,Sat,Rutgers,21,,Columbia,14,
368,7,Oct 25 1969,Sat,San Diego State,55,@,California-Santa Barbara,13,
369,7,Oct 25 1969,Sat,South Carolina,17,,Maryland,0,
370,7,Oct 25 1969,Sat,(7) Southern California,29,,Georgia Tech,18,
371,7,Oct 25 1969,Sat,Southern Mississippi,31,,Richmond,28,
372,7,Oct 25 1969,Sat,(2) Texas,31,,Rice,0,
373,7,Oct 25 1969,Sat,Texas A&M,24,,Baylor,0,
374,7,Oct 25 1969,Sat,Texas Tech,27,@,Southern Methodist,24,
375,7,Oct 25 1969,Sat,Toledo,43,,Kent State,17,
376,7,Oct 25 1969,Sat,Tulsa,40,,Cincinnati,24,
377,7,Oct 25 1969,Sat,(6) UCLA,20,@,(19) Stanford,20,
378,7,Oct 25 1969,Sat,Utah,7,@,Oregon State,3,
379,7,Oct 25 1969,Sat,Villanova,35,@,Xavier,7,
380,7,Oct 25 1969,Sat,Virginia Tech,21,@,Buffalo,7,
381,7,Oct 25 1969,Sat,West Texas State,17,,New Mexico State,16,
382,7,Oct 25 1969,Sat,West Virginia,49,,Pittsburgh,18,
383,7,Oct 25 1969,Sat,Western Michigan,48,,Marshall,14,
384,7,Oct 25 1969,Sat,William & Mary,25,,Virginia Military Institute,17,
385,7,Oct 25 1969,Sat,Wisconsin,36,,Indiana,34,
